user_id,user_name,persona_title,scenario_key,program_slug,program_name,program_category,jurisdiction_level,jurisdiction_code,eligibility_status,decision_certainty,matched_reasons,failed_reasons,missing_facts
syn-005,Synthetic User 005,Low-income student or trainee,student_low_income,dependency-and-indemnity-compensation-dic,Dependency and Indemnity Compensation (DIC),veteran,federal,federal,possibly_eligible,54,,,"Did the deceased actively serve in the U.S. military?; If the deceased served in the military, what was their service status?; If the deceased served in the miltiary, which military option best applies to their death?; Applicant's relationship to the deceased"
syn-005,Synthetic User 005,Low-income student or trainee,student_low_income,burial-benefits,Burial benefits,cash,federal,federal,possibly_eligible,54,,,"Did the deceased actively serve in the U.S. military?; If the deceased served in the military, what was their service status?; If the deceased served in the miltiary, which military option best applies to their death?; Applicant's relationship to the deceased"
syn-005,Synthetic User 005,Low-income student or trainee,student_low_income,lump-sum-death-benefit,Lump-sum death benefit,survivor,federal,federal,possibly_eligible,53,,,Did the deceased ever work and pay U.S. Social Security taxes?; Deceased's date of death; Are you a U.S. citizen or an eligible non-citizen?; Applicant's relationship to the deceased
syn-005,Synthetic User 005,Low-income student or trainee,student_low_income,additional-disability-benefits-for-veterans,Additional disability benefits for veterans,disability,federal,federal,possibly_eligible,80,,The applicant has a disability or impairment; The applicant served in the active military; The applicant’s disability was caused or made worse by their active-duty military service,What is the status of your military service?
syn-005,Synthetic User 005,Low-income student or trainee,student_low_income,financial-assistance-and-social-services-fass-burial-assistance,Financial Assistance and Social Services (FASS) - Burial assistance,survivor,federal,federal,possibly_eligible,54,,,Was the deceased an American Indian or Alaska Native?
syn-005,Synthetic User 005,Low-income student or trainee,student_low_income,public-safety-officers-educational-assistance-program,Public safety officers' Educational Assistance Program,cash,federal,federal,possibly_eligible,54,,,deceased_public_safety_officer; Applicant's relationship to the deceased
syn-005,Synthetic User 005,Low-income student or trainee,student_low_income,tax-relief-programs-for-people-with-disabilities,Tax relief programs for people with disabilities,health,federal,federal,likely_ineligible,89,,The applicant has a disability or impairment,
syn-005,Synthetic User 005,Low-income student or trainee,student_low_income,social-security-disability-insurance-for-child,Social Security disability insurance for child,disability,federal,federal,possibly_eligible,62,,The applicant is under 18 years,Your marital status; Are you a U.S. citizen or an eligible non-citizen?; Are you the child or spouse of a person who is receiving retirement or disability benefits?
syn-005,Synthetic User 005,Low-income student or trainee,student_low_income,social-security-disability-insurance-for-parents,Social Security disability insurance for parents,disability,federal,federal,possibly_eligible,54,,,"Your marital status; Are you a U.S. citizen or an eligible non-citizen?; Are you caring for the child of someone who is retired, has a disability, or has died?"
syn-005,Synthetic User 005,Low-income student or trainee,student_low_income,social-security-disability-insurance-for-spouse,Social Security disability insurance for spouse,disability,federal,federal,possibly_eligible,62,,The applicant is at least 62 years,Your marital status; Are you a U.S. citizen or an eligible non-citizen?; Are you the child or spouse of a person who is receiving retirement or disability benefits?
syn-005,Synthetic User 005,Low-income student or trainee,student_low_income,retirement-benefits-for-spouse,Retirement benefits for spouse,retirement,federal,federal,possibly_eligible,62,,The applicant is at least 62 years,Your marital status; Are you a U.S. citizen or an eligible non-citizen?; Are you the child or spouse of a person who is receiving retirement or disability benefits?
syn-005,Synthetic User 005,Low-income student or trainee,student_low_income,retirement-benefits-for-child-with-disabilities,Retirement benefits for child with disabilities,retirement,federal,federal,possibly_eligible,70,,The applicant is under 18 years; The applicant has a disability or impairment; The applicant is unable to work for a year or more because of a disability,Your marital status; Are you a U.S. citizen or an eligible non-citizen?; Are you the child or spouse of a person who is receiving retirement or disability benefits?
syn-005,Synthetic User 005,Low-income student or trainee,student_low_income,extra-help-with-medicare-prescription-drug-plan-part-d-costs,Extra help with Medicare prescription drug plan (Part D) costs,health,federal,federal,possibly_eligible,88,The applicant has limited income and resources,The applicant is at least 65 years old; The applicant has a disability or impairment,
syn-005,Synthetic User 005,Low-income student or trainee,student_low_income,housing-improvement-program,Housing improvement program,housing,federal,federal,possibly_eligible,72,The applicant has limited income and resources,,Are you an American Indian or Alaska Native?
syn-005,Synthetic User 005,Low-income student or trainee,student_low_income,housing-choice-voucher-section-8,Housing choice voucher (Section 8),housing,federal,federal,possibly_eligible,72,The applicant has limited income and resources,,Are you a U.S. citizen or an eligible non-citizen?
syn-005,Synthetic User 005,Low-income student or trainee,student_low_income,state-social-services-il,Illinois state social services,general,state,IL,likely_eligible,75,This is the official Illinois state entry point for benefits.,,
syn-006,Synthetic User 006,Recently unemployed renter,unemployed_renter,supplemental-security-income-ssi,Supplemental Security Income (SSI),disability,federal,federal,possibly_eligible,80,The applicant has limited income and resources,The applicant has a disability or impairment; The applicant is unable to work for a year or more because of a disability,Are you a U.S. citizen or an eligible non-citizen?
syn-006,Synthetic User 006,Recently unemployed renter,unemployed_renter,covid-19-funeral-assistance,COVID-19 funeral assistance,survivor,federal,federal,possibly_eligible,53,,,Was the death of the deceased COVID-19 related?; Did the death happen in the U.S.?; Deceased's date of death; Are you a U.S. citizen or an eligible non-citizen?
syn-006,Synthetic User 006,Recently unemployed renter,unemployed_renter,retirement-benefits-for-child,Retirement benefits for child,retirement,federal,federal,possibly_eligible,62,,The applicant is under 18 years,Your marital status; Are you a U.S. citizen or an eligible non-citizen?; Are you the child or spouse of a person who is receiving retirement or disability benefits?
syn-006,Synthetic User 006,Recently unemployed renter,unemployed_renter,supplemental-security-income-ssi-for-child,Supplemental Security Income (SSI) for Child,disability,federal,federal,possibly_eligible,81,The applicant has limited income and resources,The applicant is under 18 years; The applicant has a disability or impairment; The applicant is unable to work for a year or more because of a disability,Are you a U.S. citizen or an eligible non-citizen?
syn-006,Synthetic User 006,Recently unemployed renter,unemployed_renter,veteran-s-pension-with-disability,Veteran's pension with disability,disability,federal,federal,possibly_eligible,81,The applicant has limited income and resources,The applicant is at least 65 years; The applicant has a disability or impairment; The applicant served in the active military,What is the status of your military service?
syn-006,Synthetic User 006,Recently unemployed renter,unemployed_renter,veteran-readiness-and-employment-vr-e,Veteran readiness and employment (VR&E),disability,federal,federal,possibly_eligible,80,,The applicant has a disability or impairment; The applicant served in the active military; The applicant’s disability was caused or made worse by their active-duty military service,What is the status of your military service?
syn-006,Synthetic User 006,Recently unemployed renter,unemployed_renter,social-security-disability-insurance-for-child-with-disabilities,Social Security disability insurance for child with disabilities,disability,federal,federal,possibly_eligible,70,,The applicant is at least 18 years; The applicant has a disability or impairment; The applicant is unable to work for a year or more because of a disability,Your marital status; Are you a U.S. citizen or an eligible non-citizen?; Are you the child or spouse of a person who is receiving retirement or disability benefits?
syn-006,Synthetic User 006,Recently unemployed renter,unemployed_renter,social-security-disability-insurance,Social Security Disability Insurance,disability,federal,federal,possibly_eligible,80,You worked and paid Social Security taxes on your earnings,The applicant has a disability or impairment; The applicant is unable to work for a year or more because of a disability,Are you a U.S. citizen or an eligible non-citizen?
syn-006,Synthetic User 006,Recently unemployed renter,unemployed_renter,financial-assistance-and-social-services-fass,Financial Assistance and Social Services (FASS),cash,federal,federal,possibly_eligible,72,The applicant has limited income and resources,,Are you an American Indian or Alaska Native?
syn-006,Synthetic User 006,Recently unemployed renter,unemployed_renter,retirement-benefits-for-parents,Retirement benefits for parents,retirement,federal,federal,possibly_eligible,54,,,"Your marital status; Are you a U.S. citizen or an eligible non-citizen?; Are you caring for the child of someone who is retired, has a disability, or has died?"
syn-006,Synthetic User 006,Recently unemployed renter,unemployed_renter,veteran-s-pension,Veteran's pension,disability,federal,federal,possibly_eligible,79,The applicant has limited income and resources,The applicant is at least 65 years; The applicant served in the active military,What is the status of your military service?
syn-006,Synthetic User 006,Recently unemployed renter,unemployed_renter,supplemental-security-income-ssi-for-adults,Supplemental Security Income (SSI) for adults,disability,federal,federal,possibly_eligible,76,The applicant has limited income and resources,The applicant is at least 65 years,Are you a U.S. citizen or an eligible non-citizen?
syn-006,Synthetic User 006,Recently unemployed renter,unemployed_renter,retirement-benefits,Retirement benefits,retirement,federal,federal,possibly_eligible,76,The applicant worked and paid Social Security taxes,The applicant is at least 62 years,Are you a U.S. citizen or an eligible non-citizen?
syn-006,Synthetic User 006,Recently unemployed renter,unemployed_renter,veterans-burial-allowance,Veterans burial allowance,survivor,federal,federal,possibly_eligible,53,,,"Deceased's date of death; Did the deceased actively serve in the U.S. military?; If the deceased served in the military, what was their service status?; If the deceased served in the miltiary, which military option best applies to their death?"
syn-006,Synthetic User 006,Recently unemployed renter,unemployed_renter,survivors-pension-for-spouse,Survivors pension for spouse,survivor,federal,federal,possibly_eligible,54,,,"Did the deceased actively serve in the U.S. military?; If the deceased served in the military, what was their service status?; Your marital status; Applicant's relationship to the deceased"
syn-006,Synthetic User 006,Recently unemployed renter,unemployed_renter,survivors-pension-for-child-with-disabilities,Survivors pension for child with disabilities,survivor,federal,federal,possibly_eligible,60,,The applicant is under 18 years,"Did the deceased actively serve in the U.S. military?; If the deceased served in the military, what was their service status?; Your marital status; Applicant's relationship to the deceased"
syn-006,Synthetic User 006,Recently unemployed renter,unemployed_renter,dependency-and-indemnity-compensation-dic,Dependency and Indemnity Compensation (DIC),veteran,federal,federal,possibly_eligible,54,,,"Did the deceased actively serve in the U.S. military?; If the deceased served in the military, what was their service status?; If the deceased served in the miltiary, which military option best applies to their death?; Applicant's relationship to the deceased"
syn-006,Synthetic User 006,Recently unemployed renter,unemployed_renter,burial-benefits,Burial benefits,cash,federal,federal,possibly_eligible,54,,,"Did the deceased actively serve in the U.S. military?; If the deceased served in the military, what was their service status?; If the deceased served in the miltiary, which military option best applies to their death?; Applicant's relationship to the deceased"
syn-006,Synthetic User 006,Recently unemployed renter,unemployed_renter,lump-sum-death-benefit,Lump-sum death benefit,survivor,federal,federal,possibly_eligible,53,,,Did the deceased ever work and pay U.S. Social Security taxes?; Deceased's date of death; Are you a U.S. citizen or an eligible non-citizen?; Applicant's relationship to the deceased
syn-006,Synthetic User 006,Recently unemployed renter,unemployed_renter,additional-disability-benefits-for-veterans,Additional disability benefits for veterans,disability,federal,federal,possibly_eligible,80,,The applicant has a disability or impairment; The applicant served in the active military; The applicant’s disability was caused or made worse by their active-duty military service,What is the status of your military service?
syn-006,Synthetic User 006,Recently unemployed renter,unemployed_renter,financial-assistance-and-social-services-fass-burial-assistance,Financial Assistance and Social Services (FASS) - Burial assistance,survivor,federal,federal,possibly_eligible,54,,,Was the deceased an American Indian or Alaska Native?
syn-006,Synthetic User 006,Recently unemployed renter,unemployed_renter,education-benefits-gi-bill-for-survivors,Education benefits (GI Bill) for survivors,survivor,federal,federal,possibly_eligible,54,,,"Did the deceased actively serve in the U.S. military?; If the deceased served in the military, what was their service status?; If the deceased served in the miltiary, which military option best applies to their death?; Applicant's relationship to the deceased"
syn-006,Synthetic User 006,Recently unemployed renter,unemployed_renter,public-safety-officers-educational-assistance-program,Public safety officers' Educational Assistance Program,cash,federal,federal,possibly_eligible,54,,,deceased_public_safety_officer; Applicant's relationship to the deceased
syn-006,Synthetic User 006,Recently unemployed renter,unemployed_renter,social-security-disability-insurance-for-child,Social Security disability insurance for child,disability,federal,federal,possibly_eligible,62,,The applicant is under 18 years,Your marital status; Are you a U.S. citizen or an eligible non-citizen?; Are you the child or spouse of a person who is receiving retirement or disability benefits?
syn-006,Synthetic User 006,Recently unemployed renter,unemployed_renter,social-security-disability-insurance-for-parents,Social Security disability insurance for parents,disability,federal,federal,possibly_eligible,54,,,"Your marital status; Are you a U.S. citizen or an eligible non-citizen?; Are you caring for the child of someone who is retired, has a disability, or has died?"
syn-006,Synthetic User 006,Recently unemployed renter,unemployed_renter,social-security-disability-insurance-for-spouse,Social Security disability insurance for spouse,disability,federal,federal,possibly_eligible,62,,The applicant is at least 62 years,Your marital status; Are you a U.S. citizen or an eligible non-citizen?; Are you the child or spouse of a person who is receiving retirement or disability benefits?
syn-006,Synthetic User 006,Recently unemployed renter,unemployed_renter,retirement-benefits-for-spouse,Retirement benefits for spouse,retirement,federal,federal,possibly_eligible,62,,The applicant is at least 62 years,Your marital status; Are you a U.S. citizen or an eligible non-citizen?; Are you the child or spouse of a person who is receiving retirement or disability benefits?
syn-006,Synthetic User 006,Recently unemployed renter,unemployed_renter,retirement-benefits-for-child-with-disabilities,Retirement benefits for child with disabilities,retirement,federal,federal,possibly_eligible,70,,The applicant is under 18 years; The applicant has a disability or impairment; The applicant is unable to work for a year or more because of a disability,Your marital status; Are you a U.S. citizen or an eligible non-citizen?; Are you the child or spouse of a person who is receiving retirement or disability benefits?
syn-006,Synthetic User 006,Recently unemployed renter,unemployed_renter,housing-improvement-program,Housing improvement program,housing,federal,federal,possibly_eligible,72,The applicant has limited income and resources,,Are you an American Indian or Alaska Native?
syn-006,Synthetic User 006,Recently unemployed renter,unemployed_renter,housing-choice-voucher-section-8,Housing choice voucher (Section 8),housing,federal,federal,possibly_eligible,72,The applicant has limited income and resources,,Are you a U.S. citizen or an eligible non-citizen?
syn-007,Synthetic User 007,Low-income adult seeking support,general_low_income,supplemental-security-income-ssi,Supplemental Security Income (SSI),disability,federal,federal,possibly_eligible,80,The applicant has limited income and resources,The applicant has a disability or impairment; The applicant is unable to work for a year or more because of a disability,Are you a U.S. citizen or an eligible non-citizen?
syn-007,Synthetic User 007,Low-income adult seeking support,general_low_income,covid-19-funeral-assistance,COVID-19 funeral assistance,survivor,federal,federal,possibly_eligible,53,,,Was the death of the deceased COVID-19 related?; Did the death happen in the U.S.?; Deceased's date of death; Are you a U.S. citizen or an eligible non-citizen?
syn-007,Synthetic User 007,Low-income adult seeking support,general_low_income,retirement-benefits-for-child,Retirement benefits for child,retirement,federal,federal,possibly_eligible,62,,The applicant is under 18 years,Your marital status; Are you a U.S. citizen or an eligible non-citizen?; Are you the child or spouse of a person who is receiving retirement or disability benefits?
syn-007,Synthetic User 007,Low-income adult seeking support,general_low_income,supplemental-security-income-ssi-for-child,Supplemental Security Income (SSI) for Child,disability,federal,federal,possibly_eligible,81,The applicant has limited income and resources,The applicant is under 18 years; The applicant has a disability or impairment; The applicant is unable to work for a year or more because of a disability,Are you a U.S. citizen or an eligible non-citizen?
syn-007,Synthetic User 007,Low-income adult seeking support,general_low_income,veteran-s-pension-with-disability,Veteran's pension with disability,disability,federal,federal,possibly_eligible,81,The applicant has limited income and resources,The applicant is at least 65 years; The applicant has a disability or impairment; The applicant served in the active military,What is the status of your military service?
syn-007,Synthetic User 007,Low-income adult seeking support,general_low_income,social-security-disability-insurance-for-child-with-disabilities,Social Security disability insurance for child with disabilities,disability,federal,federal,possibly_eligible,70,,The applicant is at least 18 years; The applicant has a disability or impairment; The applicant is unable to work for a year or more because of a disability,Your marital status; Are you a U.S. citizen or an eligible non-citizen?; Are you the child or spouse of a person who is receiving retirement or disability benefits?
syn-007,Synthetic User 007,Low-income adult seeking support,general_low_income,social-security-disability-insurance,Social Security Disability Insurance,disability,federal,federal,possibly_eligible,80,You worked and paid Social Security taxes on your earnings,The applicant has a disability or impairment; The applicant is unable to work for a year or more because of a disability,Are you a U.S. citizen or an eligible non-citizen?
syn-007,Synthetic User 007,Low-income adult seeking support,general_low_income,financial-assistance-and-social-services-fass,Financial Assistance and Social Services (FASS),cash,federal,federal,possibly_eligible,72,The applicant has limited income and resources,,Are you an American Indian or Alaska Native?
syn-007,Synthetic User 007,Low-income adult seeking support,general_low_income,retirement-benefits-for-parents,Retirement benefits for parents,retirement,federal,federal,possibly_eligible,54,,,"Your marital status; Are you a U.S. citizen or an eligible non-citizen?; Are you caring for the child of someone who is retired, has a disability, or has died?"
syn-007,Synthetic User 007,Low-income adult seeking support,general_low_income,veteran-s-pension,Veteran's pension,disability,federal,federal,possibly_eligible,79,The applicant has limited income and resources,The applicant is at least 65 years; The applicant served in the active military,What is the status of your military service?
syn-007,Synthetic User 007,Low-income adult seeking support,general_low_income,supplemental-security-income-ssi-for-adults,Supplemental Security Income (SSI) for adults,disability,federal,federal,possibly_eligible,76,The applicant has limited income and resources,The applicant is at least 65 years,Are you a U.S. citizen or an eligible non-citizen?
syn-007,Synthetic User 007,Low-income adult seeking support,general_low_income,retirement-benefits,Retirement benefits,retirement,federal,federal,possibly_eligible,76,The applicant worked and paid Social Security taxes,The applicant is at least 62 years,Are you a U.S. citizen or an eligible non-citizen?
syn-007,Synthetic User 007,Low-income adult seeking support,general_low_income,veterans-burial-allowance,Veterans burial allowance,survivor,federal,federal,possibly_eligible,53,,,"Deceased's date of death; Did the deceased actively serve in the U.S. military?; If the deceased served in the military, what was their service status?; If the deceased served in the miltiary, which military option best applies to their death?"
syn-007,Synthetic User 007,Low-income adult seeking support,general_low_income,survivors-pension-for-spouse,Survivors pension for spouse,survivor,federal,federal,possibly_eligible,54,,,"Did the deceased actively serve in the U.S. military?; If the deceased served in the military, what was their service status?; Your marital status; Applicant's relationship to the deceased"
syn-007,Synthetic User 007,Low-income adult seeking support,general_low_income,survivors-pension-for-child-with-disabilities,Survivors pension for child with disabilities,survivor,federal,federal,possibly_eligible,60,,The applicant is under 18 years,"Did the deceased actively serve in the U.S. military?; If the deceased served in the military, what was their service status?; Your marital status; Applicant's relationship to the deceased"
syn-007,Synthetic User 007,Low-income adult seeking support,general_low_income,dependency-and-indemnity-compensation-dic,Dependency and Indemnity Compensation (DIC),veteran,federal,federal,possibly_eligible,54,,,"Did the deceased actively serve in the U.S. military?; If the deceased served in the military, what was their service status?; If the deceased served in the miltiary, which military option best applies to their death?; Applicant's relationship to the deceased"
syn-007,Synthetic User 007,Low-income adult seeking support,general_low_income,burial-benefits,Burial benefits,cash,federal,federal,possibly_eligible,54,,,"Did the deceased actively serve in the U.S. military?; If the deceased served in the military, what was their service status?; If the deceased served in the miltiary, which military option best applies to their death?; Applicant's relationship to the deceased"
syn-007,Synthetic User 007,Low-income adult seeking support,general_low_income,lump-sum-death-benefit,Lump-sum death benefit,survivor,federal,federal,possibly_eligible,53,,,Did the deceased ever work and pay U.S. Social Security taxes?; Deceased's date of death; Are you a U.S. citizen or an eligible non-citizen?; Applicant's relationship to the deceased
syn-007,Synthetic User 007,Low-income adult seeking support,general_low_income,additional-disability-benefits-for-veterans,Additional disability benefits for veterans,disability,federal,federal,possibly_eligible,80,,The applicant has a disability or impairment; The applicant served in the active military; The applicant’s disability was caused or made worse by their active-duty military service,What is the status of your military service?
syn-007,Synthetic User 007,Low-income adult seeking support,general_low_income,financial-assistance-and-social-services-fass-burial-assistance,Financial Assistance and Social Services (FASS) - Burial assistance,survivor,federal,federal,possibly_eligible,54,,,Was the deceased an American Indian or Alaska Native?
syn-007,Synthetic User 007,Low-income adult seeking support,general_low_income,public-safety-officers-educational-assistance-program,Public safety officers' Educational Assistance Program,cash,federal,federal,possibly_eligible,54,,,deceased_public_safety_officer; Applicant's relationship to the deceased
syn-007,Synthetic User 007,Low-income adult seeking support,general_low_income,social-security-disability-insurance-for-child,Social Security disability insurance for child,disability,federal,federal,possibly_eligible,62,,The applicant is under 18 years,Your marital status; Are you a U.S. citizen or an eligible non-citizen?; Are you the child or spouse of a person who is receiving retirement or disability benefits?
syn-007,Synthetic User 007,Low-income adult seeking support,general_low_income,social-security-disability-insurance-for-parents,Social Security disability insurance for parents,disability,federal,federal,possibly_eligible,54,,,"Your marital status; Are you a U.S. citizen or an eligible non-citizen?; Are you caring for the child of someone who is retired, has a disability, or has died?"
syn-007,Synthetic User 007,Low-income adult seeking support,general_low_income,social-security-disability-insurance-for-spouse,Social Security disability insurance for spouse,disability,federal,federal,possibly_eligible,62,,The applicant is at least 62 years,Your marital status; Are you a U.S. citizen or an eligible non-citizen?; Are you the child or spouse of a person who is receiving retirement or disability benefits?
syn-007,Synthetic User 007,Low-income adult seeking support,general_low_income,retirement-benefits-for-spouse,Retirement benefits for spouse,retirement,federal,federal,possibly_eligible,62,,The applicant is at least 62 years,Your marital status; Are you a U.S. citizen or an eligible non-citizen?; Are you the child or spouse of a person who is receiving retirement or disability benefits?
syn-007,Synthetic User 007,Low-income adult seeking support,general_low_income,retirement-benefits-for-child-with-disabilities,Retirement benefits for child with disabilities,retirement,federal,federal,possibly_eligible,70,,The applicant is under 18 years; The applicant has a disability or impairment; The applicant is unable to work for a year or more because of a disability,Your marital status; Are you a U.S. citizen or an eligible non-citizen?; Are you the child or spouse of a person who is receiving retirement or disability benefits?
syn-007,Synthetic User 007,Low-income adult seeking support,general_low_income,housing-improvement-program,Housing improvement program,housing,federal,federal,possibly_eligible,72,The applicant has limited income and resources,,Are you an American Indian or Alaska Native?
syn-007,Synthetic User 007,Low-income adult seeking support,general_low_income,housing-choice-voucher-section-8,Housing choice voucher (Section 8),housing,federal,federal,possibly_eligible,72,The applicant has limited income and resources,,Are you a U.S. citizen or an eligible non-citizen?
syn-007,Synthetic User 007,Low-income adult seeking support,general_low_income,state-social-services-oh,Ohio state social services,general,state,OH,likely_eligible,75,This is the official Ohio state entry point for benefits.,,
syn-008,Synthetic User 008,Caregiver balancing family and health needs,caregiver_health,supplemental-security-income-ssi,Supplemental Security Income (SSI),disability,federal,federal,possibly_eligible,80,The applicant has limited income and resources,The applicant has a disability or impairment; The applicant is unable to work for a year or more because of a disability,Are you a U.S. citizen or an eligible non-citizen?
syn-008,Synthetic User 008,Caregiver balancing family and health needs,caregiver_health,covid-19-funeral-assistance,COVID-19 funeral assistance,survivor,federal,federal,possibly_eligible,53,,,Was the death of the deceased COVID-19 related?; Did the death happen in the U.S.?; Deceased's date of death; Are you a U.S. citizen or an eligible non-citizen?
syn-008,Synthetic User 008,Caregiver balancing family and health needs,caregiver_health,retirement-benefits-for-child,Retirement benefits for child,retirement,federal,federal,possibly_eligible,62,,The applicant is under 18 years,Your marital status; Are you a U.S. citizen or an eligible non-citizen?; Are you the child or spouse of a person who is receiving retirement or disability benefits?
syn-008,Synthetic User 008,Caregiver balancing family and health needs,caregiver_health,supplemental-security-income-ssi-for-child,Supplemental Security Income (SSI) for Child,disability,federal,federal,possibly_eligible,81,The applicant has limited income and resources,The applicant is under 18 years; The applicant has a disability or impairment; The applicant is unable to work for a year or more because of a disability,Are you a U.S. citizen or an eligible non-citizen?
syn-008,Synthetic User 008,Caregiver balancing family and health needs,caregiver_health,veteran-s-pension-with-disability,Veteran's pension with disability,disability,federal,federal,possibly_eligible,81,The applicant has limited income and resources; The applicant served in the active military,The applicant is at least 65 years; The applicant has a disability or impairment,What is the status of your military service?
syn-008,Synthetic User 008,Caregiver balancing family and health needs,caregiver_health,veteran-readiness-and-employment-vr-e,Veteran readiness and employment (VR&E),disability,federal,federal,possibly_eligible,80,The applicant served in the active military,The applicant has a disability or impairment; The applicant’s disability was caused or made worse by their active-duty military service,What is the status of your military service?
syn-008,Synthetic User 008,Caregiver balancing family and health needs,caregiver_health,combat-related-special-compensation-crsc,Combat-Related Special Compensation (CRSC),retirement,federal,federal,possibly_eligible,80,The applicant served in the active military,The applicant has a disability or impairment; The applicant’s disability was caused or made worse by their active-duty military service,What is the status of your military service?
syn-008,Synthetic User 008,Caregiver balancing family and health needs,caregiver_health,social-security-disability-insurance-for-child-with-disabilities,Social Security disability insurance for child with disabilities,disability,federal,federal,possibly_eligible,70,,The applicant is at least 18 years; The applicant has a disability or impairment; The applicant is unable to work for a year or more because of a disability,Your marital status; Are you a U.S. citizen or an eligible non-citizen?; Are you the child or spouse of a person who is receiving retirement or disability benefits?
syn-008,Synthetic User 008,Caregiver balancing family and health needs,caregiver_health,social-security-disability-insurance,Social Security Disability Insurance,disability,federal,federal,possibly_eligible,80,You worked and paid Social Security taxes on your earnings,The applicant has a disability or impairment; The applicant is unable to work for a year or more because of a disability,Are you a U.S. citizen or an eligible non-citizen?
syn-008,Synthetic User 008,Caregiver balancing family and health needs,caregiver_health,financial-assistance-and-social-services-fass,Financial Assistance and Social Services (FASS),cash,federal,federal,possibly_eligible,72,The applicant has limited income and resources,,Are you an American Indian or Alaska Native?
syn-008,Synthetic User 008,Caregiver balancing family and health needs,caregiver_health,retirement-benefits-for-parents,Retirement benefits for parents,retirement,federal,federal,possibly_eligible,54,,,"Your marital status; Are you a U.S. citizen or an eligible non-citizen?; Are you caring for the child of someone who is retired, has a disability, or has died?"
syn-008,Synthetic User 008,Caregiver balancing family and health needs,caregiver_health,medicare-savings-programs-msp,Medicare Savings Programs (MSP),health,federal,federal,possibly_eligible,88,The applicant has limited income and resources,The applicant is at least 65 years; The applicant has a disability or impairment,
syn-008,Synthetic User 008,Caregiver balancing family and health needs,caregiver_health,veteran-s-pension,Veteran's pension,disability,federal,federal,possibly_eligible,79,The applicant has limited income and resources; The applicant served in the active military,The applicant is at least 65 years,What is the status of your military service?
syn-008,Synthetic User 008,Caregiver balancing family and health needs,caregiver_health,supplemental-security-income-ssi-for-adults,Supplemental Security Income (SSI) for adults,disability,federal,federal,possibly_eligible,76,The applicant has limited income and resources,The applicant is at least 65 years,Are you a U.S. citizen or an eligible non-citizen?
syn-008,Synthetic User 008,Caregiver balancing family and health needs,caregiver_health,retirement-benefits,Retirement benefits,retirement,federal,federal,possibly_eligible,76,The applicant worked and paid Social Security taxes,The applicant is at least 62 years,Are you a U.S. citizen or an eligible non-citizen?
syn-008,Synthetic User 008,Caregiver balancing family and health needs,caregiver_health,presidential-memorial-certificate,Presidential Memorial Certificate,veteran,federal,federal,possibly_eligible,54,,,"Did the deceased actively serve in the U.S. military?; If the deceased served in the military, what was their service status?; If the deceased served in the miltiary, which military option best applies to their death?; Applicant's relationship to the deceased"
syn-008,Synthetic User 008,Caregiver balancing family and health needs,caregiver_health,veterans-burial-allowance,Veterans burial allowance,survivor,federal,federal,possibly_eligible,53,,,"Deceased's date of death; Did the deceased actively serve in the U.S. military?; If the deceased served in the military, what was their service status?; If the deceased served in the miltiary, which military option best applies to their death?"
syn-008,Synthetic User 008,Caregiver balancing family and health needs,caregiver_health,survivors-pension-for-spouse,Survivors pension for spouse,survivor,federal,federal,possibly_eligible,54,,,"Did the deceased actively serve in the U.S. military?; If the deceased served in the military, what was their service status?; Your marital status; Applicant's relationship to the deceased"
syn-008,Synthetic User 008,Caregiver balancing family and health needs,caregiver_health,survivors-pension-for-child-with-disabilities,Survivors pension for child with disabilities,survivor,federal,federal,possibly_eligible,60,,The applicant is under 18 years,"Did the deceased actively serve in the U.S. military?; If the deceased served in the military, what was their service status?; Your marital status; Applicant's relationship to the deceased"
syn-008,Synthetic User 008,Caregiver balancing family and health needs,caregiver_health,veterans-medallions,Veterans medallions,veteran,federal,federal,possibly_eligible,54,,,"Did the deceased actively serve in the U.S. military?; If the deceased served in the military, what was their service status?; If the deceased served in the military, are they buried in an unmarked grave or with a privately purchased headstone?; Applicant's relationship to the deceased"
syn-008,Synthetic User 008,Caregiver balancing family and health needs,caregiver_health,veterans-headstone-and-grave-marker,Veterans headstone and grave marker,veteran,federal,federal,possibly_eligible,54,,,"Did the deceased actively serve in the U.S. military?; If the deceased served in the military, what was their service status?; If the deceased served in the military, are they buried in an unmarked grave or with a privately purchased headstone?; Applicant's relationship to the deceased"
syn-008,Synthetic User 008,Caregiver balancing family and health needs,caregiver_health,life-insurance-for-survivors-of-veterans,Life insurance for survivors of veterans,survivor,federal,federal,possibly_eligible,54,,,"Did the deceased actively serve in the U.S. military?; If the deceased served in the military, what was their service status?; Applicant's relationship to the deceased"
syn-008,Synthetic User 008,Caregiver balancing family and health needs,caregiver_health,dependency-and-indemnity-compensation-dic,Dependency and Indemnity Compensation (DIC),veteran,federal,federal,possibly_eligible,54,,,"Did the deceased actively serve in the U.S. military?; If the deceased served in the military, what was their service status?; If the deceased served in the miltiary, which military option best applies to their death?; Applicant's relationship to the deceased"
syn-008,Synthetic User 008,Caregiver balancing family and health needs,caregiver_health,civilian-health-and-medical-program-of-the-va-champva,Civilian Health and Medical Program of the VA (CHAMPVA),veteran,federal,federal,possibly_eligible,54,,,"Did the deceased actively serve in the U.S. military?; If the deceased served in the military, what was their service status?; If the deceased served in the miltiary, which military option best applies to their death?; Your marital status"
